Player	Salary	Year
Shareef Abdur-Rahim	$5,400,000	2006
Earl Watson	$5,400,000	2006
Jerome James	$5,400,000	2006
Brian Skinner	$5,400,000	2006
Stromile Swift	$5,400,000	2006
Brian Cardinal	$5,400,000	2006
Shane Battier	$5,393,300	2006
Vin Baker	$5,329,555	2006
Bobby Jackson	$5,259,000	2006
Dan Gadzuric	$5,252,065	2006
Darko Milicic	$5,218,622	2006
Joel Przybilla	$5,215,000	2006
Jared Jeffries	$5,215,000	2006
Mike James	$5,215,000	2006
Vladimir Radmanovic	$5,215,000	2006
Tim Thomas	$5,215,000	2006
Nazr Mohammed	$5,215,000	2006
Greg Buckner	$5,182,074	2006
Brent Barry	$5,117,880	2006
Marc Jackson	$4,875,000	2006
Dwight Howard	$4,806,720	2006
Shawn Bradley	$4,800,000	2006
Carmelo Anthony	$4,694,041	2006
Andrew Bogut	$4,665,960	2006
Alvin Williams	$4,587,508	2006
Eduardo Najera	$4,571,428	2006
Morris Peterson	$4,550,000	2006
Andrea Bargnani	$4,501,200	2006
Brendan Haywood	$4,500,000	2006
Raja Bell	$4,500,000	2006
John Salmons	$4,400,000	2006
Brevin Knight	$4,400,000	2006
Trenton Hassell	$4,350,000	2006
Emeka Okafor	$4,300,560	2006
Eric Williams	$4,296,000	2006
Chris Bosh	$4,235,220	2006
Chris Mihm	$4,214,241	2006
Rafer Alston	$4,200,000	2006
Marvin Williams	$4,174,800	2006
Anthony Parker	$4,150,000	2006
Carlos Arroyo	$4,100,000	2006
Damon Stoudamire	$4,050,000	2006
LaMarcus Aldridge	$4,027,320	2006
Kyle Korver	$4,018,182	2006
Gordan Giricek	$4,000,000	2006
Sarunas Jasikevicius	$4,000,000	2006
Reggie Evans	$4,000,000	2006
Zaza Pachulia	$4,000,000	2006
Andres Nocioni	$3,950,000	2006
Damon Jones	$3,884,678	2006
Ben Gordon	$3,862,080	2006
Dwyane Wade	$3,841,443	2006
Bob Sura	$3,840,000	2006
Jorge Garbajosa	$3,750,000	2006
Bruce Bowen	$3,750,000	2006
Deron Williams	$3,749,040	2006
Vitaly Potapenko	$3,674,584	2006
Marcus Banks	$3,672,414	2006
Darius Songaila	$3,650,000	2006
Adam Morrison	$3,616,680	2006
Jeff McInnis	$3,600,000	2006
Pat Garrity	$3,525,000	2006
Dale Davis	$3,500,000	2006
Tyronn Lue	$3,500,000	2006
Chris Kaman	$3,491,768	2006
Shaun Livingston	$3,481,920	2006
Chris Paul	$3,380,160	2006
Keyon Dooling	$3,348,000	2006
Robert Horry	$3,315,000	2006
Melvin Ely	$3,303,813	2006
Tyrus Thomas	$3,260,760	2006
Lorenzen Wright	$3,250,000	2006
Zeljko Rebraca	$3,240,000	2006
Kevin Ollie	$3,196,050	2006
Ira Newble	$3,196,050	2006
Kirk Hinrich	$3,192,628	2006
Devin Harris	$3,153,120	2006
Fred Jones	$3,100,000	2006
Trevor Ariza	$3,100,000	2006
Raymond Felton	$3,060,840	2006
Steven Hunter	$3,024,000	2006
Chris Duhon	$3,024,000	2006
Francisco Elson	$3,000,000	2006
Rasual Butler	$3,000,000	2006
Chucky Atkins	$3,000,000	2006
Shelden Williams	$2,952,840	2006
Earl Boykins	$2,950,000	2006
TJ Ford	$2,929,467	2006
Iakovos Tsakalidis	$2,900,000	2006
Michael Doleac	$2,880,000	2006
Josh Childress	$2,863,920	2006
Willie Green	$2,800,000	2006
Brian Scalabrine	$2,793,103	2006
Martell Webster	$2,780,160	2006
Dan Dickau	$2,753,218	2006
Primoz Brezec	$2,750,000	2006
Damien Wilkins	$2,700,000	2006
Eddie Griffin	$2,700,000	2006
Mike Sweetney	$2,696,956	2006
Brandon Roy	$2,681,880	2006
James Jones	$2,650,000	2006
Anthony Johnson	$2,640,000	2006
Jarron Collins	$2,625,698	2006
Luol Deng	$2,614,440	2006
Jarvis Hayes	$2,564,127	2006
Juan Dixon	$2,550,000	2006
Charlie Villanueva	$2,537,880	2006
Mickael Pietrus	$2,535,260	2006
Keith Bogans	$2,510,000	2006
Nick Collison	$2,501,070	2006
Fabricio Oberto	$2,500,000	2006
Bostjan Nachbar	$2,500,000	2006
Randy Foye	$2,448,240	2006
Luke Ridnour	$2,425,878	2006
Rafael Araujo	$2,395,200	2006
Jose Calderon	$2,333,334	2006
Channing Frye	$2,325,000	2006
Lindsey Hunter	$2,250,000	2006
Rudy Gay	$2,242,290	2006
Mark Madsen	$2,210,000	2006
Dikembe Mutombo	$2,210,000	2006
Andre Iguodala	$2,201,640	2006
Jackie Butler	$2,200,000	2006
Scot Pollard	$2,200,000	2006
Othella Harrington	$2,200,000	2006
Zarko Cabarkapa	$2,157,097	2006
Ike Diogu	$2,137,200	2006
Luke Jackson	$2,131,981	2006
Bonzi Wells	$2,115,000	2006
Patrick O'Bryant	$2,061,720	2006
David West	$2,051,938	2006
Andrew Bynum	$2,030,280	2006
Matt Bonner	$2,000,000	2006
Jake Voskuhl	$2,000,000	2006
DeSagana Diop	$1,998,000	2006
Andris Biedrins	$1,986,960	2006
Devean George	$1,974,259	2006
Tariq Abdul-Wahad	$1,968,750	2006
Aleksandar Pavlovic	$1,962,206	2006
Saer Sene	$1,958,640	2006
Jason Hart	$1,922,640	2006
Maurice Williams	$1,920,000	2006
Robert Swift	$1,887,600	2006
Dahntay Jones	$1,886,113	2006
Boris Diaw	$1,870,501	2006
JJ Redick	$1,860,720	2006
Travis Outlaw	$1,836,426	2006
Yaroslav Korolev	$1,832,280	2006
Brian Cook	$1,817,141	2006
Michael Ruffin	$1,803,600	2006
Malik Allen	$1,803,600	2006
Vassilis Spanoulis	$1,800,000	2006
Walter Herrmann	$1,800,000	2006
Sebastian Telfair	$1,793,160	2006
Hilton Armstrong	$1,767,600	2006
Shammond Williams	$1,750,000	2006
Aaron Williams	$1,750,000	2006
Ronald Murray	$1,750,000	2006
David Wesley	$1,750,000	2006
Sean May	$1,740,720	2006
Kris Humphries	$1,703,520	2006
Kendrick Perkins	$1,689,409	2006
Leandro Barbosa	$1,679,733	2006
Thabo Sefolosha	$1,679,280	2006
Josh Howard	$1,667,603	2006
Rashad McCants	$1,653,720	2006
Didier Ilunga-Mbenga	$1,628,959	2006
Maurice Evans	$1,620,000	2006
Al Jefferson	$1,618,320	2006
Clifford Robinson	$1,600,000	2006
Ronnie Brewer	$1,595,400	2006
Antoine Wright	$1,570,920	2006
Kirk Snyder	$1,537,440	2006
Cedric Simmons	$1,515,480	2006
Scott Padgett	$1,495,317	2006
Joey Graham	$1,492,440	2006
Adrian Griffin	$1,475,000	2006
Josh Smith	$1,460,640	2006
Rodney Carney	$1,439,760	2006
Danny Granger	$1,417,800	2006
Eddie House	$1,400,000	2006
JR Smith	$1,387,560	2006
Luke Walton	$1,375,000	2006
Shawne Williams	$1,367,760	2006
Keith McLeod	$1,350,000	2006
Gerald Green	$1,347,000	2006
Steve Blake	$1,330,000	2006
Dorell Wright	$1,325,160	2006
Justin Reed	$1,300,000	2006
Hakim Warrick	$1,286,280	2006
Jameer Nelson	$1,272,120	2006
Quincy Douby	$1,240,920	2006
Julius Hodge	$1,234,800	2006
Renaldo Balkman	$1,191,240	2006
Jason Kapono	$1,188,000	2006
Matt Carroll	$1,188,000	2006
Nate Robinson	$1,185,480	2006
Alan Henderson	$1,178,348	2006
Darrick Martin	$1,178,348	2006
Eric Piatkowski	$1,178,348	2006
Bo Outlaw	$1,178,348	2006
Gary Payton	$1,178,348	2006
Darrell Armstrong	$1,178,348	2006
Viktor Khryapa	$1,172,400	2006
Rajon Rondo	$1,143,600	2006
Jarrett Jack	$1,137,960	2006
Michael Olowokandi	$1,103,225	2006
Marcus Williams	$1,097,880	2006
Francisco Garcia	$1,092,600	2006
Nenad Krstic	$1,080,480	2006
Delonte West	$1,080,480	2006
John Edwards	$1,080,000	2006
Jacque Vaughn	$1,071,225	2006
Kelvin Cato	$1,071,225	2006
Mikki Moore	$1,071,225	2006
Devin Brown	$1,064,518	2006
Josh Boone	$1,053,960	2006
Luther Head	$1,048,800	2006
Carlos Delfino	$1,037,280	2006
Tony Allen	$1,037,280	2006
Kyle Lowry	$1,011,720	2006
Johan Petro	$1,006,800	2006
Kevin Martin	$1,002,840	2006
Shavlik Randolph	$1,000,000	2006
Jannero Pargo	$1,000,000	2006
Bernard Robinson	$1,000,000	2006
Jumaine Jones	$998,967	2006
Ryan Bowen	$998,967	2006
Sasha Vujacic	$973,920	2006
Jason Maxiell	$973,440	2006
Shannon Brown	$971,280	2006
Beno Udrih	$967,920	2006
David Harrison	$960,840	2006
Anderson Varejao	$945,600	2006
Linas Kleiza	$945,360	2006
Jordan Farmar	$939,120	2006
Wayne Simien	$932,760	2006
DeShawn Stevenson	$932,015	2006
Sean Marks	$932,015	2006
David Lee	$926,040	2006
Mario Kasun	$919,551	2006
Sergio Rodriguez	$912,000	2006
Maurice Ager	$906,480	2006
Mardy Collins	$899,880	2006
DerMarr Johnson	$865,063	2006
Boniface N'Dong	$839,209	2006
Alex Acker	$839,209	2006
James White	$818,153	2006
Pat Burke	$810,000	2006
Mickael Gelabale	$802,000	2006
Mile Ilic	$800,000	2006
Mike Wilks	$798,112	2006
Smush Parker	$798,112	2006
James Lang	$771,331	2006
Linton Johnson	$771,331	2006
Quinton Ross	$771,331	2006
Matt Barnes	$771,331	2006
Dajuan Wagner	$771,331	2006
Ronald Dupree	$771,331	2006
Jamal Sampson	$771,331	2006
Roger Mason	$744,551	2006
Pape Sow	$744,551	2006
Ime Udoka	$744,551	2006
Ha Seung-Jin	$744,551	2006
Charlie Bell	$744,551	2006
Earl Barron	$744,551	2006
Maceo Baston	$744,551	2006
Josh Powell	$744,551	2006
Andre Barrett	$744,551	2006
Royal Ivey	$744,551	2006
Salim Stoudamire	$729,000	2006
John Lucas	$700,000	2006
Andre Owens	$676,800	2006
James Singleton	$675,000	2006
Solomon Jones	$675,000	2006
Donell Taylor	$664,209	2006
Andray Blatche	$664,209	2006
CJ Miles	$664,209	2006
Ronnie Price	$664,209	2006
Louis Williams	$664,209	2006
Travis Diener	$664,209	2006
Brandon Bass	$664,209	2006
Bracey Wright	$664,209	2006
Lynn Greer	$664,209	2006
Ersan Ilyasova	$664,209	2006
Lawrence Roberts	$664,209	2006
Ronny Turiaf	$664,209	2006
Daniel Ewing	$664,209	2006
Rawle Marshall	$664,209	2006
Orien Greene	$664,209	2006
Chuck Hayes	$664,209	2006
Monta Ellis	$664,209	2006
Chris Taft	$664,209	2006
Amir Johnson	$664,209	2006
Dwayne Jones	$664,209	2006
Martynas Andriuskevicius	$664,209	2006
Ryan Gomes	$664,209	2006
Esteban Batista	$664,209	2006
Stanislav Medvedenko	$625,132	2006
Paul Millsap	$625,000	2006
Steve Novak	$600,000	2006
Pavel Podkolzin	$600,000	2006
Arvydas Macijauskas	$500,000	2006
Leon Powe	$432,000	2006
Roger Powell	$412,718	2006
Brian Chase	$412,718	2006
Dee Brown	$412,718	2006
Uros Slokar	$412,718	2006
PJ Tucker	$412,718	2006
Bobby Jones	$412,718	2006
James Augustine	$412,718	2006
Marcus Vinicius	$412,718	2006
Craig Smith	$412,718	2006
David Noel	$412,718	2006
Damir Markota	$412,718	2006
Robert Hite	$412,718	2006
Chris Quinn	$412,718	2006
Tarence Kinsey	$412,718	2006
Alexander Johnson	$412,718	2006
Paul Davis	$412,718	2006
Will Blalock	$412,718	2006
Ivan McFarlin	$412,718	2006
Yakhouba Diawara	$412,718	2006
Jose Juan Barea	$412,718	2006
Pops Mensah-Bonsu	$412,718	2006
Daniel Gibson	$412,718	2006
Ryan Hollins	$412,718	2006
Hassan Adams	$412,718	2006
Allan Ray	$412,718	2006
Cedric Bozeman	$412,718	2006
Jared Reiner	$396,905	2006
Junior Harrington	$390,556	2006
Peter John Ramos	$384,776	2006
Kelenna Azubuike	$301,657	2006
Loren Woods	$300,000	2006
Desmon Farmer	$275,404	2006
Anthony Roberson	$267,111	2006
Justin Williams	$261,724	2006
Stephen Graham	$259,204	2006
Andre Brown	$241,591	2006
Juaquin Hawkins	$215,928	2006
Jeremy Richardson	$176,161	2006
Howard Eisley	$162,660	2006
Steven Smith	$161,061	2006
Andreas Glyniadakis	$161,061	2006
Chris McCray	$161,061	2006
Doug Christie	$158,071	2006
Mike Gansey	$150,000	2006
Zoran Planinic	$150,000	2006
Matt Freije	$145,961	2006
Mike Hall	$135,895	2006
Pat Carroll	$110,000	2006
Alan Anderson	$102,131	2006
Sergey Monya	$100,000	2006
Paul Miller	$100,000	2006
Jimmie Hunter	$100,000	2006
Ndudi Ebi	$90,000	2006
Dijon Thompson	$89,101	2006
Robert Whaley	$83,026	2006
Daniel Horton	$75,000	2006
Jefferson Sobral	$75,000	2006
Vincent Grier	$70,000	2006
Kevin Burleson	$70,000	2006
Luke Schenscher	$55,000	2006
Kevin Pittsnogle	$50,000	2006
Will Conroy	$35,378	2006
Casey Jacobsen	$31,250	2006
Von Wafer	$24,300	2006
Renaldo Major	$20,133	2006
Kevin Garnett	$23,750,000	2007
Michael Finley	$21,696,750	2007
Shaquille O'Neal	$20,000,000	2007
Jermaine O'Neal	$19,728,000	2007
Jason Kidd	$19,728,000	2007
Chris Webber	$19,602,173	2007
Kobe Bryant	$19,490,625	2007
Tim Duncan	$19,014,188	2007
Tracy McGrady	$19,014,187	2007
Stephon Marbury	$19,012,500	2007
Allen Iverson	$19,012,500	2007
Steve Francis	$17,500,000	2007
Shawn Marion	$16,440,000	2007
Baron Davis	$16,440,000	2007
Antawn Jamison	$16,360,094	2007
Dirk Nowitzki	$16,360,094	2007
Paul Pierce	$16,360,094	2007
Ray Allen	$16,000,000	2007
Ben Wallace	$15,500,000	2007
Elton Brand	$15,344,000	2007
Rashard Lewis	$14,880,000	2007
Michael Redd	$14,520,000	2007
Amare Stoudemire	$13,762,775	2007
Yao Ming	$13,762,775	2007
Andrei Kirilenko	$13,735,000	2007
Pau Gasol	$13,735,000	2007
Mike Bibby	$13,500,000	2007
Joe Johnson	$13,488,377	2007
Zach Randolph	$13,333,333	2007
Vince Carter	$13,320,000	2007
Kenyon Martin	$13,250,000	2007
Lamar Odom	$13,248,596	2007
Dwyane Wade	$13,041,250	2007
Carmelo Anthony	$13,041,250	2007
LeBron James	$13,041,250	2007
Wally Szczerbiak	$12,775,000	2007
Rasheed Wallace	$12,540,000	2007
Chris Bosh	$12,455,000	2007
Raef LaFrentz	$12,440,787	2007
Richard Jefferson	$12,200,000	2007
Larry Hughes	$12,000,084	2007
Gilbert Arenas	$11,950,400	2007
Theo Ratliff	$11,666,666	2007
Predrag Stojakovic	$11,664,000	2007
Steve Nash	$11,375,000	2007
Carlos Boozer	$11,260,483	2007
Marcus Camby	$11,250,000	2007
Kirk Hinrich	$11,250,000	2007
Jason Richardson	$11,111,110	2007
Derek Fisher	$10,723,900	2007
David West	$10,650,000	2007
Erick Dampier	$10,590,500	2007
Tony Parker	$10,500,000	2007
Brad Miller	$10,500,000	2007
Samuel Dalembert	$10,250,000	2007
Tyson Chandler	$10,250,000	2007
Adonal Foyle	$10,157,090	2007
Zydrunas Ilgauskas	$10,142,156	2007
Richard Hamilton	$10,000,000	2007
Chauncey Billups	$10,000,000	2007
Gerald Wallace	$9,500,000	2007
Andre Miller	$9,366,666	2007
Bobby Simmons	$9,280,000	2007
Troy Murphy	$9,206,349	2007
Manu Ginobili	$9,079,811	2007
Kwame Brown	$9,075,000	2007
Boris Diaw	$9,000,000	2007
Josh Howard	$9,000,000	2007
Eddy Curry	$8,947,543	2007
Jason Williams	$8,937,500	2007
Jason Terry	$8,898,000	2007
Nenê	$8,840,000	2007
Tayshaun Prince	$8,675,620	2007
Chris Kaman	$8,600,000	2007
Mehmet Okur	$8,500,000	2007
Andres Nocioni	$8,500,000	2007
Al Harrington	$8,425,625	2007
Mike Miller	$8,376,194	2007
Cuttino Mobley	$8,350,000	2007
Antoine Walker	$8,329,640	2007
Darius Miles	$8,250,000	2007
Mike Dunleavy	$8,219,008	2007
Caron Butler	$8,218,990	2007
Quentin Richardson	$8,105,500	2007
Juwan Howard	$8,094,997	2007
Kurt Thomas	$8,091,188	2007
TJ Ford	$8,000,000	2007
Jamal Crawford	$7,920,000	2007
Mark Blount	$7,901,040	2007
Kenny Thomas	$7,875,000	2007
Radoslav Nesterovic	$7,840,000	2007
Maurice Williams	$7,750,000	2007
Aaron McKie	$7,750,000	2007
Jerome Williams	$7,639,400	2007
Metta World Peace	$7,400,000	2007
Troy Hudson	$7,172,590	2007
Malik Rose	$7,101,250	2007
Corey Maggette	$7,000,000	2007
Ricky Davis	$6,819,000	2007
Jerry Stackhouse	$6,750,000	2007
Eric Snow	$6,703,125	2007
Stephen Jackson	$6,630,000	2007
Luke Ridnour	$6,500,000	2007
Chris Wilcox	$6,500,000	2007
Darko Milicic	$6,500,000	2007
Drew Gooden	$6,453,416	2007
Etan Thomas	$6,373,900	2007
Hidayet Turkoglu	$6,373,900	2007
Marquis Daniels	$6,373,900	2007
Antonio McDyess	$6,373,900	2007
Speedy Claxton	$6,306,182	2007
Jamaal Tinsley	$6,300,000	2007
Sam Cassell	$6,150,000	2007
Jason Collins	$6,100,000	2007
Dwight Howard	$6,061,274	2007
Marko Jaric	$6,050,000	2007
Udonis Haslem	$6,050,000	2007
Donyell Marshall	$6,016,965	2007
Matt Harpring	$6,000,000	2007
Shane Battier	$5,883,600	2007
Brian Cardinal	$5,850,000	2007
Greg Buckner	$5,830,000	2007
Antonio Daniels	$5,800,000	2007
Shareef Abdur-Rahim	$5,800,000	2007
Earl Watson	$5,800,000	2007
Jerome James	$5,800,000	2007
Stromile Swift	$5,800,000	2007
Joel Przybilla	$5,762,575	2007
Dan Gadzuric	$5,751,130	2007
Nick Collison	$5,750,000	2007
Bobby Jackson	$5,670,000	2007
Jared Jeffries	$5,632,200	2007
Mike James	$5,632,200	2007
Vladimir Radmanovic	$5,632,200	2007
Tim Thomas	$5,632,200	2007
Nazr Mohammed	$5,632,200	2007
Leandro Barbosa	$5,600,000	2007
Brent Barry	$5,544,370	2007
Jeff Foster	$5,500,000	2007
Matt Carroll	$5,450,000	2007
Emeka Okafor	$5,427,307	2007
Jason Kapono	$5,356,000	2007
Mikki Moore	$5,356,000	2007
Morris Peterson	$5,356,000	2007
Anderson Varejao	$5,356,000	2007
Tony Battie	$5,200,000	2007
Joe Smith	$5,200,000	2007
Brendan Haywood	$5,000,000	2007
Desmond Mason	$5,000,000	2007
Andrew Bogut	$4,991,520	2007
Eduardo Najera	$4,952,380	2007
Damon Stoudamire	$4,906,438	2007
Ben Gordon	$4,881,669	2007
Andrea Bargnani	$4,838,880	2007
John Salmons	$4,752,000	2007
Raja Bell	$4,750,000	2007
Greg Oden	$4,662,000	2007
Rafer Alston	$4,550,000	2007
Alvin Williams	$4,516,484	2007
Kendrick Perkins	$4,480,912	2007
Marvin Williams	$4,466,040	2007
Shaun Livingston	$4,404,629	2007
Kyle Korver	$4,400,000	2007
Anthony Parker	$4,350,000	2007
Trenton Hassell	$4,350,000	2007
LaMarcus Aldridge	$4,329,360	2007
Reggie Evans	$4,320,000	2007
Keith Van Horn	$4,300,000	2007
Steve Blake	$4,250,000	2007
Aleksandar Pavlovic	$4,250,000	2007
Damon Jones	$4,172,432	2007
Kevin Durant	$4,171,200	2007
Bruce Bowen	$4,125,000	2007
Carlos Arroyo	$4,100,000	2007
Deron Williams	$4,010,640	2007
Jorge Garbajosa	$4,000,000	2007
Travis Outlaw	$4,000,000	2007
Gordan Giricek	$4,000,000	2007
Luke Walton	$4,000,000	2007
Jamaal Magloire	$4,000,000	2007
Zaza Pachulia	$4,000,000	2007
Devin Harris	$3,995,003	2007
Marcus Banks	$3,966,207	2007
Darius Songaila	$3,942,000	2007
Dan Dickau	$3,916,706	2007
Adam Morrison	$3,887,880	2007
Bob Sura	$3,840,000	2007
Pat Garrity	$3,818,750	2007
Al Horford	$3,745,800	2007
Amir Johnson	$3,666,666	2007
Josh Childress	$3,631,449	2007
Robert Horry	$3,630,000	2007
Chris Paul	$3,615,960	2007
Fabricio Oberto	$3,600,000	2007
Keyon Dooling	$3,596,000	2007
Tyrus Thomas	$3,505,320	2007
Tyronn Lue	$3,500,000	2007
Brian Cook	$3,500,000	2007
Mickael Pietrus	$3,470,770	2007
Kevin Ollie	$3,441,900	2007
Ira Newble	$3,441,900	2007
Mike Conley	$3,377,160	2007
Luol Deng	$3,320,339	2007
Rasual Butler	$3,315,000	2007
Fred Jones	$3,300,000	2007
Raymond Felton	$3,274,440	2007
Lorenzen Wright	$3,250,000	2007
Steven Hunter	$3,248,000	2007
Chris Duhon	$3,248,000	2007
James Posey	$3,206,000	2007
Shelden Williams	$3,174,240	2007
Michael Doleac	$3,120,000	2007
Charlie Bell	$3,100,000	2007
Trevor Ariza	$3,100,000	2007
Willie Green	$3,094,000	2007
Jeff Green	$3,058,200	2007
Francisco Elson	$3,000,000	2007
Jake Voskuhl	$3,000,000	2007
Matt Barnes	$3,000,000	2007
Chucky Atkins	$3,000,000	2007
Brian Scalabrine	$3,000,000	2007
Martell Webster	$2,974,080	2007
Luis Scola	$2,910,000	2007
James Jones	$2,900,000	2007
Damien Wilkins	$2,900,000	2007
Eddie Griffin	$2,900,000	2007
Brandon Roy	$2,883,120	2007
Anthony Johnson	$2,860,000	2007
Andre Iguodala	$2,804,889	2007
Yi Jianlian	$2,777,760	2007
Alonzo Mourning	$2,762,500	2007
Primoz Brezec	$2,750,000	2007
Charlie Villanueva	$2,715,000	2007
Matt Bonner	$2,678,000	2007
Andris Biedrins	$2,636,696	2007
Randy Foye	$2,631,840	2007
Robert Swift	$2,601,113	2007
Sebastian Telfair	$2,562,426	2007
Juan Dixon	$2,550,000	2007
Corey Brewer	$2,535,720	2007
Beno Udrih	$2,535,445	2007
Kris Humphries	$2,522,913	2007
Chris Mihm	$2,500,000	2007
Bostjan Nachbar	$2,500,000	2007
Channing Frye	$2,487,240	2007
Didier Ilunga-Mbenga	$2,483,569	2007
Al Jefferson	$2,480,885	2007
Jose Calderon	$2,471,604	2007
Andray Blatche	$2,470,000	2007
Keith Bogans	$2,440,000	2007
Mark Madsen	$2,420,000	2007
Rudy Gay	$2,411,160	2007
Othella Harrington	$2,376,000	2007
Devean George	$2,369,111	2007
Kirk Snyder	$2,358,433	2007
Jarron Collins	$2,350,000	2007
Jackie Butler	$2,350,000	2007
Brandan Wright	$2,323,080	2007
Jason Hart	$2,300,000	2007
Ike Diogu	$2,286,360	2007
Bonzi Wells	$2,284,200	2007
Smush Parker	$2,250,000	2007
Lindsey Hunter	$2,250,000	2007
Josh Smith	$2,243,543	2007
Patrick O'Bryant	$2,216,400	2007
Andrew Bynum	$2,172,000	2007
DeSagana Diop	$2,146,000	2007
Joakim Noah	$2,135,400	2007
JR Smith	$2,134,067	2007
Saer Sene	$2,105,520	2007
Dorell Wright	$2,040,746	2007
Spencer Hawes	$2,028,600	2007
JJ Redick	$2,000,160	2007
Jameer Nelson	$1,961,609	2007
Vassilis Spanoulis	$1,944,000	2007
Walter Herrmann	$1,944,000	2007
Viktor Khryapa	$1,928,598	2007
Acie Law	$1,927,080	2007
Hilton Armstrong	$1,900,200	2007
Aaron Williams	$1,890,000	2007
Ronald Murray	$1,890,000	2007
Delonte West	$1,889,760	2007
Nenad Krstic	$1,889,760	2007
Carlos Delfino	$1,868,141	2007
Tony Allen	$1,868,141	2007
Sean May	$1,862,160	2007
Thaddeus Young	$1,830,720	2007
Maceo Baston	$1,830,000	2007
Grant Hill	$1,830,000	2007
Jannero Pargo	$1,830,000	2007
Eddie Jones	$1,830,000	2007
Kevin Martin	$1,808,121	2007
Thabo Sefolosha	$1,805,160	2007
Kosta Perovic	$1,800,000	2007
Rashad McCants	$1,769,160	2007
Sasha Vujacic	$1,756,951	2007
Chuck Hayes	$1,750,000	2007
Maurice Evans	$1,740,000	2007
Julian Wright	$1,739,160	2007
David Harrison	$1,734,316	2007
Ronnie Brewer	$1,715,040	2007
Antoine Wright	$1,680,600	2007
Al Thornton	$1,652,280	2007
Cedric Simmons	$1,629,120	2007
Brevin Knight	$1,600,000	2007
Joey Graham	$1,596,600	2007
Adrian Griffin	$1,593,000	2007
Rodney Stuckey	$1,569,600	2007
Rodney Carney	$1,547,760	2007
Danny Granger	$1,516,800	2007
Travis Diener	$1,500,000	2007
Eddie House	$1,500,000	2007
Nick Young	$1,491,240	2007
Shawne Williams	$1,470,360	2007
Gerald Green	$1,440,960	2007
Justin Reed	$1,436,500	2007
Sean Williams	$1,416,600	2007
Hakim Warrick	$1,376,040	2007
Oleksiy Pecherov	$1,345,800	2007
Marco Belinelli	$1,345,800	2007
Quincy Douby	$1,333,920	2007
Javaris Crittenton	$1,285,200	2007
Renaldo Balkman	$1,280,640	2007
Nate Robinson	$1,268,160	2007
Jason Smith	$1,233,840	2007
Rajon Rondo	$1,229,280	2007
Jacque Vaughn	$1,219,950	2007
Darrick Martin	$1,219,590	2007
Eric Piatkowski	$1,219,590	2007
Dikembe Mutombo	$1,219,590	2007
Austin Croshere	$1,219,590	2007
Jeff McInnis	$1,219,590	2007
Derek Anderson	$1,219,590	2007
Darrell Armstrong	$1,219,590	2007
Scot Pollard	$1,219,590	2007
Jarrett Jack	$1,217,400	2007
Jarvis Hayes	$1,200,000	2007
Devin Brown	$1,200,000	2007
Marcus Williams	$1,193,090	2007
Daequan Cook	$1,184,400	2007
Francisco Garcia	$1,168,800	2007
Jared Dudley	$1,137,000	2007
Josh Boone	$1,133,040	2007
Luther Head	$1,122,000	2007
Brian Skinner	$1,108,718	2007
Calvin Booth	$1,103,225	2007
Anthony Carter	$1,103,225	2007
Ronnie Price	$1,100,000	2007
Wilson Chandler	$1,091,640	2007
Kyle Lowry	$1,087,680	2007
Shavlik Randolph	$1,080,000	2007
Bernard Robinson	$1,080,000	2007
Johan Petro	$1,077,120	2007
Shannon Brown	$1,044,120	2007
Jason Maxiell	$1,041,360	2007
DeShawn Stevenson	$1,033,930	2007
Sean Marks	$1,033,930	2007
Ryan Bowen	$1,033,930	2007
Michael Ruffin	$1,033,930	2007
Linas Kleiza	$1,011,360	2007
Jordan Farmar	$1,009,560	2007
Morris Almond	$1,005,960	2007
Ime Udoka	$1,000,000	2007
Malik Allen	$998,398	2007
David Lee	$990,600	2007
Maurice Ager	$974,400	2007
Earl Barron	$973,328	2007
Aaron Brooks	$972,720	2007
Mardy Collins	$967,320	2007
Arron Afflalo	$944,520	2007
Ian Mahinmi	$938,760	2007
Alando Tucker	$931,920	2007
Melvin Ely	$895,341	2007
Mile Ilic	$864,000	2007
Justin Williams	$862,456	2007
Kareem Rush	$854,957	2007
Jeremy Richardson	$850,726	2007
Casey Jacobsen	$826,269	2007
Royal Ivey	$826,046	2007
Quinton Ross	$826,046	2007
Ronald Dupree	$826,046	2007
